URI,rdf-schema#label,rdf-schema#comment,assembly_label,assembly,automobilePlatform_label,automobilePlatform,bodyStyle_label,bodyStyle,class_label,class,designCompany_label,designCompany,designer_label,designer,engine_label,engine,fuelCapacity,height,layout_label,layout,length,manufacturer_label,manufacturer,modelEndYear,modelStartYear,parentCompany_label,parentCompany,predecessor_label,predecessor,productionEndDate,productionEndYear,productionStartDate,productionStartYear,relatedMeanOfTransportation_label,relatedMeanOfTransportation,sales_label,sales,successor_label,successor,thumbnail_label,thumbnail,transmission,variantOf_label,variantOf,vehicle_label,vehicle,weight,wheelbase,width,point,22-rdf-syntax-ns#type_label,22-rdf-syntax-ns#type,wgs84_pos#lat,wgs84_pos#long,depiction_label,depiction,name
http://dbpedia.org/resource/Subaru_Rex__First_generation__1,NULL,NULL,NULL,NULL,NULL,NULL,{Hatchback|Sedan (automobile)},{http://dbpedia.org/resource/Hatchback|http://dbpedia.org/resource/Sedan_(automobile)},NULL,NULL,NULL,NULL,NULL,NULL,{Subaru_Rex__First_generation__1__1|Subaru_Rex__First_generation__1__2|Subaru_Rex__First_generation__1__3|Subaru_Rex__First_generation__1__4},{http://dbpedia.org/resource/Subaru_Rex__First_generation__1__1|http://dbpedia.org/resource/Subaru_Rex__First_generation__1__2|http://dbpedia.org/resource/Subaru_Rex__First_generation__1__3|http://dbpedia.org/resource/Subaru_Rex__First_generation__1__4},NULL,NULL,Rear-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Rear-engine,_rear-wheel-drive_layout",2.995,NULL,NULL,NULL,NULL,NULL,NULL,Subaru R-2,http://dbpedia.org/resource/Subaru_R-2,NULL,0009-01-01T00:00:00+02:00,NULL,0006-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Four/five-speed manual|optional Autoclutch in 1980-81},Subaru Rex,http://dbpedia.org/resource/Subaru_Rex,NULL,NULL,NULL,1.92,1.295,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,{First generation|Subaru 500/600}
http://dbpedia.org/resource/Apollo_(1962_automobile),Apollo (1962 automobile),The Apollo was a United States-built sports car/personal automobile manufactured from 1962 to 1964 in Oakland California. Engineered by Milt Brown and designed by Ron Plescia it featured Italian handmade aluminum bodywork with a choice between two-seater convertible or fastback styles. Power came from a 215 cu in or 300 cu in Buick engine to a 4-speed manual. The company International Motor Cars built 42 cars before suspending production while seeking new financing.,{Oakland California|United States},"{http://dbpedia.org/resource/Oakland,_California|http://dbpedia.org/resource/United_States}",NULL,NULL,Convertible,http://dbpedia.org/resource/Convertible,Sports car,http://dbpedia.org/resource/Sports_car,Franco Scaglione,http://dbpedia.org/resource/Franco_Scaglione,Franco Scaglione,http://dbpedia.org/resource/Franco_Scaglione,Apollo_(1962_automobile)__350CID_Buick_V8__1,http://dbpedia.org/resource/Apollo_(1962_automobile)__350CID_Buick_V8__1,NULL,1.27,NULL,NULL,4.445,NULL,NULL,1965-01-01T00:00:00+02:00,1962-01-01T00:00:00+02:00,NULL,NULL,Intermeccanica,http://dbpedia.org/resource/Intermeccanica,NULL,0090-01-01T00:00:00+02:00,NULL,0090-01-01T00:00:00+02:00,Intermeccanica,http://dbpedia.org/resource/Intermeccanica,NULL,NULL,{Griffith_GT|Vetta_Ventura},{http://dbpedia.org/resource/Griffith_GT|http://dbpedia.org/resource/Vetta_Ventura},200px-Apollo_5000_GT_Coupe.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Apollo_5000_GT_Coupe.jpg/200px-Apollo_5000_GT_Coupe.jpg,4 speed manual (automatic optional),NULL,NULL,NULL,NULL,1.03e+06,2.464,1.676,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Apollo_5000_GT_Coupe.jpg,http://upload.wikimedia.org/wikipedia/commons/f/fe/Apollo_5000_GT_Coupe.jpg,Apollo
"http://dbpedia.org/resource/Jaguar_XJS__XJ-S_H.E.,_3.6,_XJ-SC__1",NULL,NULL,NULL,NULL,NULL,NULL,{Convertible|Coupé},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Coup%C3%A9},NULL,NULL,NULL,NULL,NULL,NULL,{Jaguar_XJS__XJ-S_H.E._3.6_XJ-SC__1__1|Jaguar_XJS__XJ-S_H.E._3.6_XJ-SC__1__2},"{http://dbpedia.org/resource/Jaguar_XJS__XJ-S_H.E.,_3.6,_XJ-SC__1__1|http://dbpedia.org/resource/Jaguar_XJS__XJ-S_H.E.,_3.6,_XJ-SC__1__2}",NULL,1.21412,NULL,NULL,4.86918,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1990-01-01T00:00:00+02:00,NULL,0003-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{3/4-speed automatic|5-speed manual (3.6 only)},Jaguar XJS,http://dbpedia.org/resource/Jaguar_XJS,NULL,NULL,NULL,2.5908,1.79324,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,XJ-S H.E. 3.6 XJ-SC
http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1,NULL,NULL,{Bupyeong District|China|Church of the East|Detroit/Hamtramck Assembly|GM Uzbekistan|General Motors Fairfax Assembly Plant|South Korea|United States},{http://dbpedia.org/resource/Bupyeong_District|http://dbpedia.org/resource/China|http://dbpedia.org/resource/Church_of_the_East|http://dbpedia.org/resource/Detroit/Hamtramck_Assembly|http://dbpedia.org/resource/GM_Uzbekistan|http://dbpedia.org/resource/General_Motors_Fairfax_Assembly_Plant|http://dbpedia.org/resource/South_Korea|http://dbpedia.org/resource/United_States},GM Epsilon platform,http://dbpedia.org/resource/GM_Epsilon_platform,Sedan (automobile),http://dbpedia.org/resource/Sedan_(automobile),NULL,NULL,NULL,NULL,NULL,NULL,{Chevrolet_Malibu__Eighth_generation__1__1|Chevrolet_Malibu__Eighth_generation__1__2|Chevrolet_Malibu__Eighth_generation__1__3|Chevrolet_Malibu__Eighth_generation__1__4|Chevrolet_Malibu__Eighth_generation__1__5|Chevrolet_Malibu__Eighth_generation__1__6},{http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__3|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__4|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__5|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__6},NULL,1.46304,Front-engine front-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_front-wheel-drive_layout",4.85902,NULL,NULL,NULL,2013-01-01T00:00:00+02:00,NULL,NULL,{China|Daewoo Tosca},{http://dbpedia.org/resource/China|http://dbpedia.org/resource/Daewoo_Tosca},NULL,NULL,NULL,0018-01-01T00:00:00+02:00,{Buick LaCrosse|Buick Regal|Opel Insignia|Saab 9-5},{http://dbpedia.org/resource/Buick_LaCrosse|http://dbpedia.org/resource/Buick_Regal|http://dbpedia.org/resource/Opel_Insignia|http://dbpedia.org/resource/Saab_9-5},{Chevrolet_Malibu__Eighth_generation__1__2000__1|Chevrolet_Malibu__Eighth_generation__1__2001__1|Chevrolet_Malibu__Eighth_generation__1__2002__1|Chevrolet_Malibu__Eighth_generation__1__2003__1|Chevrolet_Malibu__Eighth_generation__1__2004__1|Chevrolet_Malibu__Eighth_generation__1__2005__1|Chevrolet_Malibu__Eighth_generation__1__2006__1|Chevrolet_Malibu__Eighth_generation__1__2007__1|Chevrolet_Malibu__Eighth_generation__1__2008__1|Chevrolet_Malibu__Eighth_generation__1__2009__1|Chevrolet_Malibu__Eighth_generation__1__2010__1|Chevrolet_Malibu__Eighth_generation__1__2011__1|Chevrolet_Malibu__Eighth_generation__1__2012__1},{http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2000__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2001__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2002__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2003__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2004__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2005__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2006__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2007__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2008__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2009__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2010__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2011__1|http://dbpedia.org/resource/Chevrolet_Malibu__Eighth_generation__1__2012__1},NULL,NULL,NULL,NULL,{6-speed 6T40 automatic|6-speed 6T70 automatic},Chevrolet Malibu,http://dbpedia.org/resource/Chevrolet_Malibu,NULL,NULL,NULL,2.73812,1.8542,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,{Chevrolet Malibu Classic|Eighth generation|Holden Malibu}
http://dbpedia.org/resource/GMC_Syclone__Marlboro_Syclone__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0010-01-01T00:00:00+02:00,NULL,0010-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,GMC Syclone,http://dbpedia.org/resource/GMC_Syclone,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Marlboro Syclone
http://dbpedia.org/resource/BMW_New_Class__sedan__1,NULL,NULL,NULL,NULL,NULL,NULL,Sedan (automobile),http://dbpedia.org/resource/Sedan_(automobile),NULL,NULL,{Giovanni Michelotti|Wilhelm Hofmeister (automobile designer)},{http://dbpedia.org/resource/Giovanni_Michelotti|http://dbpedia.org/resource/Wilhelm_Hofmeister_(automobile_designer)},{Giovanni Michelotti|Wilhelm Hofmeister (automobile designer)},{http://dbpedia.org/resource/Giovanni_Michelotti|http://dbpedia.org/resource/Wilhelm_Hofmeister_(automobile_designer)},{BMW_New_Class__sedan__1__1|BMW_New_Class__sedan__1__4},{http://dbpedia.org/resource/BMW_New_Class__sedan__1__1|http://dbpedia.org/resource/BMW_New_Class__sedan__1__4},NULL,1.42,NULL,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,BMW 321,http://dbpedia.org/resource/BMW_321,NULL,1500-01-01T00:00:00+02:00,NULL,1500-01-01T00:00:00+02:00,{BMW E9|BMW New Class coupé},{http://dbpedia.org/resource/BMW_E9|http://dbpedia.org/resource/BMW_New_Class_coup%C3%A9},NULL,NULL,BMW 5 Series (E12),http://dbpedia.org/resource/BMW_5_Series_(E12),NULL,NULL,{3-speed automatic optional on 2000|4-speed manual|5-speed manual on 1800 TI/SA},BMW New Class,http://dbpedia.org/resource/BMW_New_Class,NULL,NULL,NULL,2.55,1.65,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,{BMW 2000 (including 2000 TI 2000 tilux and 2000 tii)|BMW 1500|BMW 1600|BMW 1800 (including 1800 TI and 1800TI/SA)|BMW New Class sedan}
http://dbpedia.org/resource/BMW_New_Class__BMW_%2202_Series%22__1,NULL,NULL,NULL,NULL,NULL,NULL,{Convertible|Hatchback|Sedan (automobile)},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Hatchback|http://dbpedia.org/resource/Sedan_(automobile)},NULL,NULL,NULL,NULL,NULL,NULL,BMW_New_Class__BMW_%2202_Series%22__1__1,http://dbpedia.org/resource/BMW_New_Class__BMW_%2202_Series%22__1__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1600-01-01T00:00:00+02:00,NULL,1600-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,BMW 3 Series (E21),http://dbpedia.org/resource/BMW_3_Series_(E21),NULL,NULL,4 speed manual,BMW New Class,http://dbpedia.org/resource/BMW_New_Class,NULL,NULL,NULL,2.5,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,{BMW 2002 BMW 2002 TI BMW 2002 tii BMW 2002 Turbo|BMW 02 Series|BMW 1502|BMW 1600-2 BMW 1600 TI BMW 1602|BMW 1802}
http://dbpedia.org/resource/BMW_2002tii,BMW 2002tii,The BMW 2002tii was the high-performance fuel-injected limited edition of BMW's 2002 automobile model line. It was a two-door sports sedan based on the four-door BMW 1500 of 1961.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.27,NULL,NULL,4.216,BMW,http://dbpedia.org/resource/BMW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0072-01-01T00:00:00+02:00,NULL,0072-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,200px-BMW2002tii.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/BMW2002tii.jpg/200px-BMW2002tii.jpg,4-speed manual,NULL,NULL,NULL,NULL,1.01e+06,2.497,1.626,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,BMW2002tii.jpg,http://upload.wikimedia.org/wikipedia/commons/2/23/BMW2002tii.jpg,2002tii
http://dbpedia.org/resource/Austin_Sheerline,Austin Sheerline,Austin SheerlineA.110 & A.125 File:Austin A125 Sheerline DS1 front.,NULL,NULL,NULL,NULL,{Ambulance|Hearse|Limousine},{http://dbpedia.org/resource/Ambulance|http://dbpedia.org/resource/Hearse|http://dbpedia.org/resource/Limousine},NULL,NULL,NULL,NULL,NULL,NULL,{Austin_Sheerline__1|Austin_Sheerline__2},{http://dbpedia.org/resource/Austin_Sheerline__1|http://dbpedia.org/resource/Austin_Sheerline__2},NULL,1.7018,NULL,NULL,4.8641,{Austin Motor Company|British Motor Corporation},{http://dbpedia.org/resource/Austin_Motor_Company|http://dbpedia.org/resource/British_Motor_Corporation},NULL,NULL,NULL,NULL,NULL,NULL,NULL,0110-01-01T00:00:00+02:00,NULL,0110-01-01T00:00:00+02:00,Austin Princess,http://dbpedia.org/resource/Austin_Princess,NULL,NULL,Austin Princess,http://dbpedia.org/resource/Austin_Princess,200px-Austin_A125_Sheerline_DS1_front.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Austin_A125_Sheerline_DS1_front.jpg/200px-Austin_A125_Sheerline_DS1_front.jpg,NULL,NULL,NULL,NULL,NULL,NULL,3.02895,1.8542,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Austin_A125_Sheerline_DS1_front.jpg,http://upload.wikimedia.org/wikipedia/commons/0/0f/Austin_A125_Sheerline_DS1_front.jpg,{A.110 & A.125|Austin Sheerline}
http://dbpedia.org/resource/FMR_Tg500,FMR Tg500,The FMR Tg500 was a sports car built by Fahrzeug- und Maschinenbau GmbH Regensburg (FMR) from 1958 to 1961. Based on the monocoque of the Messerschmitt KR200 three-wheeled car it was a four-wheeled car with a two-stroke straight-two engine. FMR had taken over production of the KR200 from Messerschmitt in 1956. While the KR200 still used the Messerschmitt name and logo the Tg500 was badged as a FMR. Tg unofficially stood for Tiger.,NULL,NULL,NULL,NULL,{Convertible|Coupé|Roadster (automobile)},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Coup%C3%A9|http://dbpedia.org/resource/Roadster_(automobile)},Microcar,http://dbpedia.org/resource/Microcar,Fritz Fend,http://dbpedia.org/resource/Fritz_Fend,Fritz Fend,http://dbpedia.org/resource/Fritz_Fend,FMR_Tg500__1,http://dbpedia.org/resource/FMR_Tg500__1,NULL,1.24,Rear mid-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Rear_mid-engine,_rear-wheel-drive_layout",3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0320-01-01T00:00:00+02:00,NULL,0320-01-01T00:00:00+02:00,{Messerschmitt KR175|Messerschmitt KR200},{http://dbpedia.org/resource/Messerschmitt_KR175|http://dbpedia.org/resource/Messerschmitt_KR200},NULL,NULL,NULL,NULL,200px-Messerschmitt4wheel.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Messerschmitt4wheel.jpg/200px-Messerschmitt4wheel.jpg,4 speed plus reverse,NULL,NULL,NULL,NULL,389189.0,1.885,1.27,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Messerschmitt4wheel.jpg,http://upload.wikimedia.org/wikipedia/commons/2/23/Messerschmitt4wheel.jpg,{FMR Tg500|Tiger}
http://dbpedia.org/resource/Devrim,Devrim,Devrim was the first ever automobile designed and produced in Turkey.,Eskişehir,http://dbpedia.org/resource/Eski%C5%9Fehir,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.55,NULL,NULL,4.5,TÜLOMSAŞ,http://dbpedia.org/resource/T%C3%9CLOMSA%C5%9E,1961-01-01T00:00:00+02:00,1961-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,0004-01-01T00:00:00+02:00,NULL,0004-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,Anadol,http://dbpedia.org/resource/Anadol,200px-Devrim_at_Tülomsaş.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Devrim_at_Tülomsaş.jpg/200px-Devrim_at_Tülomsaş.jpg,{*Type A (3 units)|*Type B (4 units)|manual 10 units produced:},NULL,NULL,NULL,NULL,1.25e+06,NULL,1.8,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Devrim_at_Tülomsaş.jpg,http://upload.wikimedia.org/wikipedia/commons/7/71/Devrim_at_Tülomsaş.jpg,Devrim
http://dbpedia.org/resource/Dodge_M37,Dodge M37,The Dodge M37 (G-741) was a three-quarter ton four-wheel drive truck. It superseded the Dodge WC-51 WC-52 and WC-54 trucks in US service and was used extensively by the United States armed forces during the Korean war. A number of variants were produced with slightly different configurations: the M42 command truck V41 telephone maintenance vehicle M43 ambulance M152 enclosed utility truck and R2 air field fire engine.,NULL,NULL,NULL,NULL,Truck,http://dbpedia.org/resource/Truck,Full-size car,http://dbpedia.org/resource/Full-size_car,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Four-wheel drive,http://dbpedia.org/resource/Four-wheel_drive,NULL,Dodge,http://dbpedia.org/resource/Dodge,NULL,NULL,NULL,NULL,{Dodge WC54|Dodge WC series},{http://dbpedia.org/resource/Dodge_WC54|http://dbpedia.org/resource/Dodge_WC_series},NULL,1968-01-01T00:00:00+02:00,NULL,0115-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,Kaiser Jeep M715,http://dbpedia.org/resource/Kaiser_Jeep_M715,200px-RAFBF_90th_Birthday_Air_Show_East_Kirkby_-_geograph.org.uk_-_1440198.jpg,"http://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/RAFBF_90th_Birthday_Air_Show,_East_Kirkby_-_geograph.org.uk_-_1440198.jpg/200px-RAFBF_90th_Birthday_Air_Show,_East_Kirkby_-_geograph.org.uk_-_1440198.jpg",4-speed New Process NP420 manual,NULL,NULL,NULL,NULL,2.57962e+06,2.8448,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,RAFBF_90th_Birthday_Air_Show_East_Kirkby_-_geograph.org.uk_-_1440198.jpg,"http://upload.wikimedia.org/wikipedia/commons/9/9b/RAFBF_90th_Birthday_Air_Show,_East_Kirkby_-_geograph.org.uk_-_1440198.jpg",M37
http://dbpedia.org/resource/Railton_Special,Railton Special,The Railton Special later rebuilt as the Railton Mobil Special is a one-off motor vehicle built for John Cobb's successful attempts at the land speed record. It was powered by two supercharged Napier Lion VIID (WD) W-12 aircraft engines. These engines were the gift of Marion 'Joe' Carstairs who had previously used them in her powerboat Estelle V.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Reid Railton,http://dbpedia.org/resource/Reid_Railton,Reid Railton,http://dbpedia.org/resource/Reid_Railton,NULL,NULL,NULL,1.2192,NULL,NULL,8.5344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0001-01-01T00:00:00+02:00,NULL,0001-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,200px-Railton_Special_from_rear_and_side_with_the_shell_lifted.JPG,http://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Railton_Special_from_rear_and_side_with_the_shell_lifted.JPG/200px-Railton_Special_from_rear_and_side_with_the_shell_lifted.JPG,Separate drives to front and rear axles,NULL,NULL,NULL,NULL,NULL,NULL,2.4384,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Railton_Special_from_rear_and_side_with_the_shell_lifted.JPG,http://upload.wikimedia.org/wikipedia/commons/5/52/Railton_Special_from_rear_and_side_with_the_shell_lifted.JPG,{Railton Special|later the Railton Mobil Special}
http://dbpedia.org/resource/Suzuki_Fronte,Suzuki Fronte,The Suzuki Fronte is an automobile was first introduced in March 1962 as a sedan version of the Suzulight Van. The nameplate remained in use for Suzuki's Kei car sedans as well as some commercial-use vehicles until it was replaced by the Alto name (originally only used for commercial vehicles) in September 1988.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Suzuki_Fronte__1,http://dbpedia.org/resource/Suzuki_Fronte__1,NULL,1.29,Rear-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Rear-engine,_rear-wheel-drive_layout",2.995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0010-01-01T00:00:00+02:00,NULL,0003-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,200px-Suzuki_Fronte_LC10_001.JPG,http://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Suzuki_Fronte_LC10_001.JPG/200px-Suzuki_Fronte_LC10_001.JPG,4-speed manual,NULL,NULL,NULL,NULL,425000.0,1.96,1.295,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Suzuki_Fronte_LC10_001.JPG,http://upload.wikimedia.org/wikipedia/commons/0/06/Suzuki_Fronte_LC10_001.JPG,Fronte 360 sedan
http://dbpedia.org/resource/Suzuki_Fronte__7-S__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Suzuki_Fronte__7-S__1__1|Suzuki_Fronte__7-S__1__2|Suzuki_Fronte__7-S__1__3},{http://dbpedia.org/resource/Suzuki_Fronte__7-S__1__1|http://dbpedia.org/resource/Suzuki_Fronte__7-S__1__2|http://dbpedia.org/resource/Suzuki_Fronte__7-S__1__3},NULL,1.3,Rear-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Rear-engine,_rear-wheel-drive_layout",3.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0005-01-01T00:00:00+02:00,Suzuki Cervo,http://dbpedia.org/resource/Suzuki_Cervo,NULL,NULL,NULL,NULL,NULL,NULL,4-speed manual,Suzuki Fronte,http://dbpedia.org/resource/Suzuki_Fronte,NULL,NULL,NULL,NULL,1.395,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Fronte 7-S
http://dbpedia.org/resource/Ariel_Atom,Ariel Atom,The Ariel Atom is a road legal high performance sports car made by the Ariel Motor Company based in Crewkerne Somerset England and under licence in North America by TMI Autotech Inc. at Virginia International Raceway in Alton Virginia. There have been four Ariel Atom incarnations to date: Ariel Atom Ariel Atom 2 Ariel Atom 3 and Ariel Atom 500 V8. The current models are the Ariel Atom 3 and the limited production Ariel Atom 500 V8 with a 500 bhp V8 made from two Suzuki Hayabusa engines.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Ariel_Atom__1|Ariel_Atom__2|Ariel_Atom__3},{http://dbpedia.org/resource/Ariel_Atom__1|http://dbpedia.org/resource/Ariel_Atom__2|http://dbpedia.org/resource/Ariel_Atom__3},NULL,NULL,NULL,NULL,NULL,Ariel Motor Company,http://dbpedia.org/resource/Ariel_Motor_Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0100-01-01T00:00:00+02:00,NULL,0100-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,200px-ArielAtomGoodwood.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/ArielAtomGoodwood.jpg/200px-ArielAtomGoodwood.jpg,{6-speed manual|6-speed sequential manual},NULL,NULL,NULL,NULL,612360.0,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,ArielAtomGoodwood.jpg,http://upload.wikimedia.org/wikipedia/commons/8/8a/ArielAtomGoodwood.jpg,Ariel Atom
